unix,date,open,high,low,close,Volume USD,symbol,macd,macd_signal,macd_hist,rsi,volume,taker_buy_base,volume_delta,cvd,cvd_rolling
1596240000,2020-08-01 00:00:00,11335.46,12468.0,10518.5,11649.51,21998484649.311543,BTCUSD,774.470263,440.878452,333.591811,61.3,6746487.129,3191982.916,-362521.2969999993,-119398.287,-119398.287
1598918400,2020-09-01 00:00:00,11649.51,12050.85,9825.0,10776.59,18438729253.51499,BTCUSD,831.287821,518.976547,312.311275,58.0,6442697.051,3202941.217,-36814.61699999962,-156212.904,-156212.904
1601510400,2020-10-01 00:00:00,10776.59,14100.0,10374.0,13791.0,19264362947.437504,BTCUSD,1095.677778,634.33596,461.341818,65.01,7404103.004,3731346.885,58590.76599999983,-97622.138,-97622.138
1604188800,2020-11-01 00:00:00,13791.0,19863.16,13195.05,19695.87,45120124395.27154,BTCUSD,1741.119313,855.722058,885.397255,74.13,12328272.549,6002993.244,-322286.0610000007,-419908.199,-419908.199
1606780800,2020-12-01 00:00:00,19695.87,29300.0,17572.33,28923.63,55748654003.59772,BTCUSD,2933.587315,1271.339305,1662.24801,82.02,10067314.24,4987092.911,-93128.4179999996,-513036.617,-513036.617
1609459200,2021-01-01 00:00:00,28923.63,41950.0,28130.0,33092.98,118838018199.71983,BTCUSD,4153.981737,1847.916842,2306.064896,84.34,12408873.079,6126005.416,-156862.2469999995,-669898.864,-669898.864
1612137600,2021-02-01 00:00:00,33092.97,58352.8,32296.16,45135.66,115983202933.60136,BTCUSD,5990.108321,2676.411522,3313.696799,88.83,8784474.482,4336736.703,-111001.07600000128,-780899.94,-780899.94
1614556800,2021-03-01 00:00:00,45134.11,61844.0,44950.53,58740.55,114277364895.2288,BTCUSD,8410.505091,3823.292678,4587.212413,91.72,9459821.267,4657621.868,-144577.53100000136,-925477.471,-925477.471
1617235200,2021-04-01 00:00:00,58739.46,64854.0,46930.0,57694.27,113040658323.56616,BTCUSD,10128.424667,5084.374004,5044.050664,89.79,7895051.389,3881250.979,-132549.4310000008,-1058026.902,-1058026.902
1619827200,2021-05-01 00:00:00,57697.25,59500.0,30000.0,37253.81,154980424224.31555,BTCUSD,9770.975953,6021.727055,3749.248898,62.31,16790964.443,8337613.985,-115736.4729999993,-1173763.375,-1173763.375
1622505600,2021-06-01 00:00:00,37253.82,41330.0,28805.0,35045.0,102481507278.7312,BTCUSD,9207.427749,6658.884956,2548.542794,60.17,23474519.886,11797272.719,120025.55200000107,-1053737.823,-1000622.382
1625097600,2021-07-01 00:00:00,35045.0,42448.0,29278.0,41461.83,61788476064.5392,BTCUSD,9160.84458,7159.28804,2001.55654,64.04,16932491.175,8513572.146,94653.11699999867,-959084.706,-846912.444
1627776000,2021-08-01 00:00:00,41461.84,50500.0,37332.7,47100.89,73756799190.98482,BTCUSD,9459.837781,7619.406197,1840.431584,67.06,13645800.254,6783174.478,-79451.29800000042,-1038536.004,-891070.682
1630454400,2021-09-01 00:00:00,47100.89,52920.0,39600.0,43824.1,70114825134.22693,BTCUSD,9329.636752,7961.45719,1368.179562,63.71,10734742.869,5349526.999,-35688.87100000121,-1074224.875,-909722.739
1633046400,2021-10-01 00:00:00,43820.01,67000.0,43283.03,61299.8,90057212588.12694,BTCUSD,10489.561211,8467.083767,2022.477444,71.81,9111112.847,4521267.085,-68578.67699999921,-1142803.552,-900126.932
1635724800,2021-11-01 00:00:00,61299.81,69000.0,53256.64,56950.56,78194635615.7968,BTCUSD,10937.157376,8961.103001,1976.054374,67.76,7111424.463,3459995.964,-191432.5350000001,-1334236.087,-1315462.69
1638316800,2021-12-01 00:00:00,56950.56,59053.55,42000.3,46216.93,60935346464.965454,BTCUSD,10320.004454,9232.885278,1087.119176,58.92,8404449.024,4152082.213,-100284.59800000025,-1434520.685,-1683380.676
1640995200,2022-01-01 00:00:00,46216.93,47990.0,32917.17,38466.9,51219874505.32576,BTCUSD,9109.466628,9208.201404,-98.734776,53.49,11047479.277,5519446.078,-8587.121000001207,-1443107.806,-1717423.329
1643673600,2022-02-01 00:00:00,38466.9,45821.0,34322.28,43160.0,50460034907.55031,BTCUSD,8426.531493,9051.86669,-625.335198,56.12,10910339.91,5526068.307,141796.7039999999,-1301311.102,-1604503.258
1646092800,2022-03-01 00:00:00,43160.0,48189.84,37155.0,45510.34,62901992842.0886,BTCUSD,7980.499122,8837.592375,-857.093253,57.42,10459721.586,5226683.889,-6353.807999998331,-1307664.91,-1550787.92
1648771200,2022-04-01 00:00:00,45510.35,47444.11,37578.2,37630.8,52631184274.74229,BTCUSD,6918.685529,8453.809857,-1535.124328,51.87,8463568.862,4189208.571,-85151.71999999974,-1392816.63,-1273418.343
1651363200,2022-05-01 00:00:00,37630.8,40023.77,26700.0,31801.04,75083768066.54288,BTCUSD,5547.854759,7872.617446,-2324.762687,48.16,14463715.774,7232146.846,577.9179999995977,-1392238.712,-1236025.808
1654041600,2022-06-01 00:00:00,31801.05,31982.97,17622.0,19942.21,66264559120.90303,BTCUSD,3474.04369,6992.901009,-3518.857319,41.63,20710810.306,10409325.478,107840.64999999852,-1284398.062,-1186775.924
1656633600,2022-07-01 00:00:00,19942.21,24668.0,18781.0,23293.32,108467653397.87392,BTCUSD,2074.700644,6009.259429,-3934.558785,43.95,20582518.513,10423826.228,265133.943,-1019264.119,-599355.92
1659312000,2022-08-01 00:00:00,23296.36,25211.32,19520.0,20050.02,127275534241.5204,BTCUSD,698.280006,4947.062242,-4248.782236,42.2,17221921.557,8599391.966,-23137.625,-1042401.744,-529365.127
1661990400,2022-09-01 00:00:00,20048.44,22799.0,18125.98,19422.61,194954443051.8784,BTCUSD,-437.616051,3870.125527,-4307.741578,41.86,21935261.414,11001152.003,67042.59200000018,-975359.152,-305460.288
1664582400,2022-10-01 00:00:00,19422.61,21085.0,18190.0,20490.74,147758324643.9277,BTCUSD,-1237.893131,2848.520994,-4086.414125,42.72,16625843.584,8295363.227,-35117.13000000082,-1010476.282,-229576.342
1667260800,2022-11-01 00:00:00,20490.74,21480.65,15476.0,17163.64,163721792600.4427,BTCUSD,-2114.328872,1855.950398,-3970.27927,40.7,18460614.013,9203529.083,-53555.846999999136,-1064032.129,-138554.658
1669852800,2022-12-01 00:00:00,17165.53,18387.95,16256.3,16542.4,98636156444.71243,BTCUSD,-2826.064673,919.546913,-3745.611586,40.31,9702408.711,4863968.102,25527.493000000715,-1038504.636,19522.266
1672531200,2023-01-01 00:00:00,16541.77,23960.54,16499.01,23125.13,164131402696.49188,BTCUSD,-2829.331347,169.77096,-2999.102307,46.11,14732180.645,7420851.144,109521.64300000107,-928982.993,244780.382
1675209600,2023-02-01 00:00:00,23125.13,25250.0,21351.07,23141.57,202098042118.3695,BTCUSD,-2798.315229,-423.846469,-2374.46876,46.12,15025197.415,7453739.373,-117718.66899999976,-1046701.662,7036.161
1677628800,2023-03-01 00:00:00,23141.57,29184.68,19549.09,28465.36,230976895658.80545,BTCUSD,-2319.517483,-802.980769,-1516.536714,50.61,23317458.541,11659891.04,2323.53899999708,-1044378.123,-85293.417
1680307200,2023-04-01 00:00:00,28465.36,31000.0,26942.82,29233.21,47014519902.683205,BTCUSD,-1856.989848,-1013.782628,-843.20722,51.25,14654208.219,7295784.916,-62638.3870000001,-1107016.51,-68480.506
1682899200,2023-05-01 00:00:00,29233.2,29820.0,25811.46,27210.35,35924529010.97081,BTCUSD,-1634.136443,-1137.853412,-496.283032,49.45,13328157.284,6615664.08,-96829.12399999984,-1203845.634,-129620.759
1685577600,2023-06-01 00:00:00,27210.36,31431.94,24800.0,30472.0,38711401831.08735,BTCUSD,-1181.746536,-1146.632038,-35.114499,52.35,14099299.273,7046778.531,-5742.210999999195,-1209587.845,-66784.293
1688169600,2023-07-01 00:00:00,30471.99,31804.2,28861.9,29232.25,27982969413.570103,BTCUSD,-912.389221,-1099.783469,187.394248,51.15,9227366.898,4567240.787,-92885.32400000095,-1302473.169,31762.918
1690848000,2023-08-01 00:00:00,29232.26,30244.0,25166.0,25940.78,28500591639.411907,BTCUSD,-952.641933,-1070.35516,117.713227,48.0,9175661.582,4518360.51,-138940.56200000085,-1441413.731,-6893.046
1693526400,2023-09-01 00:00:00,25940.77,27483.57,24901.0,26962.56,21298398913.07784,BTCUSD,-892.06101,-1034.696327,142.635317,49.05,7742225.111,3877849.067,13473.023000000045,-1427940.708,15167.098
1696118400,2023-10-01 00:00:00,26962.57,35280.0,26538.66,34639.77,34481112092.35803,BTCUSD,-223.77318,-872.511689,648.738509,56.19,10786596.913,5430468.236,74339.5589999985,-1353601.149,-52290.047
1698796800,2023-11-01 00:00:00,34639.78,38450.0,34097.39,37723.96,38490444107.42635,BTCUSD,547.719981,-588.465343,1136.185324,58.7,8833024.282,4378791.096,-75442.08999999985,-1429043.239,-121378.329
1701388800,2023-12-01 00:00:00,37723.97,44700.0,37615.86,42283.58,50669749699.392456,BTCUSD,1508.73027,-169.026206,1677.756476,62.14,9246463.291,4598942.908,-48577.47499999963,-1477620.714,-84804.084
1704067200,2024-01-01 00:00:00,42283.58,48969.48,38555.0,42580.0,60830257410.58648,BTCUSD,2268.027532,318.384555,1949.642977,62.36,9959019.399,4931007.975,-97003.44900000095,-1574624.163,-182385.451
1706745600,2024-02-01 00:00:00,42580.0,64000.0,41884.28,61130.98,61810386480.104126,BTCUSD,4313.75029,1117.45772,3196.29257,72.95,8945253.551,4489253.213,33252.875,-1541371.288,-256973.226
1709251200,2024-03-01 00:00:00,61130.99,73777.0,59005.0,71280.01,114890900621.64632,BTCUSD,6675.323092,2229.030814,4446.292278,76.8,11716883.91,5796303.645,-124276.62000000104,-1665647.908,-646383.789
1711929600,2024-04-01 00:00:00,71280.0,72797.99,59191.6,60672.0,78870257314.33829,BTCUSD,7604.738713,3304.172409,4300.566304,66.2,9187667.322,4530452.178,-126762.966,-1792410.874,-750009.13
1714521600,2024-05-01 00:00:00,60672.01,71979.0,56552.82,67540.01,61102526732.0654,BTCUSD,8793.160584,4401.970056,4391.190528,69.17,7172824.497,3574070.356,-24683.78500000015,-1817094.659,-841735.507
1717200000,2024-06-01 00:00:00,67540.01,71997.02,58402.0,62772.01,46007819231.09386,BTCUSD,9244.249979,5370.42605,3873.823929,64.91,5557679.425,2736025.794,-85627.83699999936,-1902722.496,-892246.214
1719792000,2024-07-01 00:00:00,62772.01,70079.99,53485.93,64628.0,56352575125.89187,BTCUSD,9640.130569,6224.36696,3415.763609,65.79,8346264.322,4157267.043,-31730.235999999568,-1934452.732,-870420.603
1722470400,2024-08-01 00:00:00,64628.01,65659.78,49000.0,58973.99,59410017127.33833,BTCUSD,9389.977177,6857.489007,2532.48817,60.78,9425239.58,4666982.195,-91275.18999999948,-2025727.922,-987223.286
1725148800,2024-09-01 00:00:00,58974.0,66498.0,52550.0,63327.59,43783927982.82593,BTCUSD,9433.826374,7372.756483,2061.069891,63.11,7089897.755,3530648.847,-28600.06099999976,-2054327.983,-1125344.99
1727740800,2024-10-01 00:00:00,63327.6,73620.12,58946.0,70292.01,49836497872.66888,BTCUSD,9915.580825,7881.321353,2034.259472,66.54,7190574.491,3590814.635,-8945.221000000834,-2063273.204,-1016571.542
1730419200,2024-11-01 00:00:00,70292.01,99588.01,66835.0,96407.99,116340254505.95044,BTCUSD,12261.111574,8757.2794,3503.832175,75.67,8938205.818,4453377.498,-31450.822000000622,-2094724.026,-1050345.903
1733011200,2024-12-01 00:00:00,96407.99,108353.0,90500.0,93576.0,100509976051.22849,BTCUSD,13733.313037,9752.48613,3980.826907,73.33,6822690.657,3376539.063,-69612.5309999995,-2164336.557,-1057320.047
1735689600,2025-01-01 00:00:00,93576.0,109588.0,89256.69,102429.56,86899655102.03973,BTCUSD,15435.828338,10889.154573,4546.673765,75.84,6301585.79,3123833.446,-53918.898000000045,-2218255.455,-1014409.821
1738368000,2025-02-01 00:00:00,102429.56,102783.71,78258.52,84349.94,75571962403.11737,BTCUSD,15152.730666,11741.869793,3410.860872,62.83,5450459.865,2680240.659,-89978.54700000025,-2308234.002,-1098646.157
1740787200,2025-03-01 00:00:00,84349.95,95000.0,76606.0,82550.01,72249165199.97194,BTCUSD,14614.758214,12316.447478,2298.310736,61.69,7147828.164,3558895.047,-30038.07000000029,-2338272.072,-1035798.903
1743465600,2025-04-01 00:00:00,82550.0,95758.04,74508.0,94172.0,67340958092.03971,BTCUSD,14953.143681,12843.786719,2109.356962,65.97,6879530.497,3458781.037,38031.57699999958,-2300240.495,-858826.764
1746057600,2025-05-01 00:00:00,94172.0,111980.0,93377.0,104591.88,66814790205.16876,BTCUSD,15878.491974,13450.727771,2427.764204,69.28,5650909.877,2813889.534,-23130.80900000036,-2323371.304,-895430.596
1748736000,2025-06-01 00:00:00,104591.88,110530.17,98200.0,107146.5,45011296111.19447,BTCUSD,16626.165276,14085.815272,2540.350004,70.05,4489492.347,2241511.35,-6469.646999999881,-2329840.951,-976239.802
1751328000,2025-07-01 00:00:00,107146.51,123218.0,105100.19,115764.08,56150941041.36626,BTCUSD,17709.50253,14810.552724,2898.949806,72.55,4220128.653,2098374.209,-23380.23500000033,-2353221.186,-924177.947
1754006400,2025-08-01 00:00:00,115764.07,124474.0,107350.1,108246.35,54259423854.30649,BTCUSD,17757.044009,15399.850981,2357.193028,67.28,3931615.326,1918324.811,-94965.70399999993,-2448186.89,-970566.176
1756684800,2025-09-01 00:00:00,108246.36,117900.0,107255.0,114048.93,42259908714.9069,BTCUSD,18054.571601,15930.795105,2123.776495,69.14,3227357.13,1596895.597,-33565.935999999754,-2481752.826,-907128.663
1759276800,2025-10-01 00:00:00,114048.94,126199.63,102000.0,109608.01,81903778190.08138,BTCUSD,17727.81063,16290.19821,1437.612419,66.04,5027185.624,2471927.522,-83330.58000000007,-2565083.406,-1023712.118
1761955200,2025-11-01 00:00:00,109608.01,111250.01,80600.0,90360.0,75045611574.5896,BTCUSD,15734.957019,16179.149972,-444.192953,54.61,4866098.457,2381137.404,-103823.6490000002,-2668907.055,-1003259.147
1764547200,2025-12-01 00:00:00,90360.01,94588.99,83822.76,87648.22,43794033132.29,BTCUSD,13778.045525,15698.929082,-1920.883558,53.22,4310152.414,2143566.697,-23019.01999999956,-2691926.075,-899515.201
1767225600,2026-01-01 00:00:00,87648.21,97924.49,75719.9,78741.09,44078253717.24939,BTCUSD,11377.552898,14834.653846,-3457.100947,48.8,4182875.577,2066604.047,-49667.48300000001,-2741593.558,-924498.899
1769904000,2026-02-01 00:00:00,78741.1,79424.0,60000.0,66973.26,57794960356.77,BTCUSD,8428.737837,13553.470644,-5124.732806,43.65,837887.68,402893.27,-32101.13,-2773694.688,-870972.192
1772323200,2026-03-01 00:00:00,66973.26,74966.0,65056.0,74942.44,28748047941.79,BTCUSD,6657.883944,12174.353304,-5516.46936,47.68,411019.25,204737.16,-1544.93,-2775239.618,-840786.886
